Timestamp,Temperature,Vibrations,Pressure,Current,Operating_Time,Humidity,Noise_Level,Energy_Consumption,Pump_Type,Location,State
2024-02-09 01:00:00,59.84,1.42,3.3,12.4,930.2,42.88,81.28,0.01,Centrifuge,Zone C,0
2024-02-09 02:00:00,58.72,4.24,2.25,11.27,931.68,56.25,70.62,0.01,Centrifuge,Zone B,0
2024-02-09 03:00:00,55.72,5.23,3.83,10.78,932.47,26.81,73.68,0.01,Centrifuge,Zone C,0
2024-02-09 04:00:00,52.93,1.68,2.94,11.57,933.82,45.5,62.06,0.01,Centrifuge,Zone A,0
2024-02-09 05:00:00,64.19,3.77,2.98,13.07,935.32,51.54,68.1,0.01,Diaphragm,Zone C,0
2024-02-09 06:00:00,63.25,,3.84,11.63,936.41,46.55,68.65,0.01,Piston,Zone B,0
2024-02-09 07:00:00,59.33,1.46,3.33,13.57,937.22,31.73,64.91,0.01,Piston,Zone A,0
2024-02-09 08:00:00,68.56,3.49,3.96,12.55,938.39,57.58,67.32,0.01,Diaphragm,Zone B,0
2024-02-09 09:00:00,53.19,3.83,4.11,,939.74,37.52,,0.01,Diaphragm,Zone B,0
2024-02-09 10:00:00,74.99,,3.18,19.27,940.41,49.32,67.48,0.02,Centrifuge,Zone A,3
2024-02-09 11:00:00,52.83,4.17,3.9,12.45,941.36,51.53,83.01,0.01,Piston,Zone C,0
2024-02-09 12:00:00,54.77,1.33,3.12,11.07,942.18,50.2,72.56,0.01,Diaphragm,Zone B,0
2024-02-09 13:00:00,54.92,1.51,4.62,13.86,942.96,,80.01,0.01,Centrifuge,Zone A,0
2024-02-09 14:00:00,51.29,3.14,3.15,12.26,944.32,49.47,77.46,0.01,Diaphragm,Zone C,0
2024-02-09 15:00:00,53.22,3.03,4.01,12.02,945.24,54.27,66.8,0.01,Centrifuge,Zone B,0
2024-02-09 16:00:00,44.41,2.28,3.92,11.14,946.08,49.44,70.19,,Diaphragm,Zone B,0
2024-02-09 17:00:00,57.39,3.81,3.66,13.18,947.19,56.13,67.83,0.02,Piston,Zone B,0
2024-02-09 18:00:00,49.59,3.53,3.16,12.52,947.91,63.93,69.19,,Diaphragm,Zone B,0
2024-02-09 19:00:00,55.76,3.86,,12.63,948.64,51.38,65.12,0.01,Piston,Zone B,0
2024-02-09 20:00:00,52.38,2.88,2.42,11.49,949.66,57.82,67.79,0.01,Piston,Zone A,0
2024-02-09 21:00:00,87.06,3.6,3.61,12.83,950.57,65.9,95.0,0.01,Centrifuge,Zone B,1
2024-02-09 22:00:00,55.35,2.55,3.67,12.91,951.36,63.57,71.67,0.01,Centrifuge,Zone B,0
2024-02-09 23:00:00,55.94,5.05,3.57,11.33,951.91,46.15,71.27,0.01,Centrifuge,Zone B,0
2024-02-10 00:00:00,58.21,2.19,2.01,10.58,952.94,60.36,69.7,0.01,Piston,Zone B,0
2024-02-10 01:00:00,62.94,5.11,2.87,12.58,954.25,52.49,74.3,0.01,Centrifuge,Zone B,0
2024-02-10 02:00:00,58.48,3.03,3.13,10.43,955.6,61.17,68.71,0.01,Diaphragm,Zone B,0
2024-02-10 03:00:00,62.08,1.62,3.65,12.15,956.34,55.69,76.96,0.01,Centrifuge,Zone B,0
2024-02-10 04:00:00,,4.37,3.64,11.55,957.44,52.76,60.76,0.01,Diaphragm,Zone A,0
2024-02-10 05:00:00,67.03,3.13,3.41,13.22,958.79,54.34,73.28,0.01,Centrifuge,Zone A,0
2024-02-10 06:00:00,56.62,3.85,3.82,11.61,959.7,52.55,72.44,0.01,Centrifuge,Zone B,0
2024-02-10 07:00:00,68.83,4.22,2.99,,961.14,52.94,66.63,0.01,Centrifuge,Zone A,0
2024-02-10 08:00:00,,,3.81,11.49,962.54,48.41,68.22,0.01,Diaphragm,Zone A,0
2024-02-10 09:00:00,51.38,2.41,3.74,13.0,963.25,47.48,72.32,0.01,Centrifuge,Zone A,0
2024-02-10 10:00:00,58.14,14.38,6.72,14.06,964.01,67.63,92.31,0.02,Piston,Zone A,2
2024-02-10 11:00:00,52.89,3.0,3.41,10.93,964.69,,,0.01,Centrifuge,Zone A,0
2024-02-10 12:00:00,59.2,3.69,4.42,12.29,965.38,44.27,73.14,0.01,Diaphragm,Zone A,0
2024-02-10 13:00:00,50.44,0.85,3.75,14.75,966.79,47.23,67.71,0.01,Piston,Zone A,0
2024-02-10 14:00:00,50.27,3.45,3.02,12.07,968.22,60.56,75.63,0.01,Diaphragm,Zone A,0
2024-02-10 15:00:00,42.02,2.36,3.62,12.06,968.77,42.64,60.8,0.01,Centrifuge,Zone A,0
2024-02-10 16:00:00,48.41,4.65,3.88,12.79,969.87,35.18,82.23,0.01,Piston,Zone A,0
2024-02-10 17:00:00,38.05,3.62,3.21,12.04,970.93,35.92,65.57,,Centrifuge,Zone B,0
2024-02-10 18:00:00,42.08,3.24,4.04,10.29,971.82,32.71,77.15,0.01,Centrifuge,Zone A,0
2024-02-10 19:00:00,53.97,3.49,3.69,13.13,972.95,37.01,69.65,0.01,Centrifuge,Zone B,0
2024-02-10 20:00:00,54.6,2.0,2.33,10.0,974.4,38.19,65.91,0.01,Centrifuge,Zone A,0
2024-02-10 21:00:00,53.59,4.62,3.65,11.58,975.07,63.85,,0.01,Diaphragm,Zone A,0
2024-02-10 22:00:00,47.67,4.99,3.3,13.21,975.69,49.54,75.15,0.01,Diaphragm,Zone B,0
2024-02-10 23:00:00,53.47,,6.51,11.64,976.22,,97.61,0.01,Centrifuge,Zone B,2
2024-02-11 00:00:00,54.98,4.59,3.97,11.31,977.09,35.57,73.51,0.01,Centrifuge,Zone A,0
2024-02-11 01:00:00,,2.43,3.6,12.88,977.93,48.57,69.94,,Centrifuge,Zone A,0
2024-02-11 02:00:00,65.02,2.2,4.33,11.15,978.86,32.63,72.89,0.01,Centrifuge,Zone A,0
2024-02-11 03:00:00,62.92,3.04,3.41,10.78,979.86,46.31,70.05,0.01,Centrifuge,Zone B,0
2024-02-11 04:00:00,58.23,3.43,3.81,12.27,981.12,70.64,67.14,0.01,Centrifuge,Zone A,0
2024-02-11 05:00:00,59.96,2.61,3.9,11.82,982.01,56.64,64.43,0.01,Diaphragm,Zone A,0
2024-02-11 06:00:00,61.04,3.54,3.45,10.76,982.84,47.9,73.36,0.01,Diaphragm,Zone C,0
2024-02-11 07:00:00,49.62,3.31,3.89,12.64,984.17,,73.34,0.01,Centrifuge,Zone A,0
2024-02-11 08:00:00,58.09,2.0,3.2,12.46,985.52,44.78,73.31,0.01,Piston,Zone A,0
2024-02-11 09:00:00,55.13,3.52,3.29,11.64,986.25,41.99,72.14,0.01,Centrifuge,Zone A,0
2024-02-11 10:00:00,52.49,3.86,2.84,11.71,987.06,67.04,74.72,0.01,Diaphragm,Zone A,0
2024-02-11 11:00:00,54.89,12.59,6.75,12.47,988.39,38.58,90.79,0.01,Centrifuge,Zone A,2
2024-02-11 12:00:00,63.99,4.15,3.66,13.19,988.97,46.46,60.62,0.01,Diaphragm,Zone C,0
2024-02-11 13:00:00,56.91,1.78,4.09,11.72,989.79,53.06,58.29,0.01,Centrifuge,Zone C,0
2024-02-11 14:00:00,,3.47,3.9,12.65,990.74,40.64,,0.01,Diaphragm,Zone B,0
2024-02-11 15:00:00,54.33,13.07,6.71,12.57,991.43,56.51,92.02,0.01,Centrifuge,Zone B,2
2024-02-11 16:00:00,57.67,1.89,2.91,12.88,992.11,46.93,64.57,0.01,Centrifuge,Zone B,0
2024-02-11 17:00:00,54.79,2.37,3.72,12.04,993.03,56.64,68.56,0.01,Diaphragm,Zone B,0
2024-02-11 18:00:00,50.3,14.44,6.78,11.09,994.29,55.86,97.77,0.01,Diaphragm,Zone B,2
2024-02-11 19:00:00,46.94,2.45,3.88,11.54,995.63,47.57,68.09,0.01,Centrifuge,Zone B,0
2024-02-11 20:00:00,54.16,2.79,4.04,12.34,997.11,67.11,65.26,0.01,Centrifuge,Zone A,0
2024-02-11 21:00:00,53.43,3.84,3.39,13.82,997.68,43.35,68.83,0.01,Centrifuge,Zone A,0
2024-02-11 22:00:00,56.98,2.68,3.27,11.52,998.4,63.49,71.4,0.01,Centrifuge,Zone C,0
2024-02-11 23:00:00,56.88,1.41,3.13,12.8,999.66,61.75,68.28,0.02,Centrifuge,Zone A,0
2024-02-12 00:00:00,60.25,4.14,3.47,11.67,1000.7,67.71,68.03,0.01,Centrifuge,Zone C,0
2024-02-12 01:00:00,53.62,2.16,,12.11,1001.52,51.74,71.29,0.01,Diaphragm,Zone B,0
2024-02-12 02:00:00,64.09,14.38,5.66,13.52,1002.23,42.11,92.86,0.01,Diaphragm,Zone B,2
2024-02-12 03:00:00,59.52,3.45,3.44,12.76,1003.01,70.77,78.01,0.01,Diaphragm,Zone A,0
2024-02-12 04:00:00,69.71,3.2,3.43,10.76,1003.94,46.65,68.91,,Diaphragm,Zone A,0
2024-02-12 05:00:00,56.38,4.09,3.11,11.43,1004.62,41.86,79.12,0.01,Diaphragm,Zone B,0
2024-02-12 06:00:00,68.68,3.48,3.97,13.26,1006.08,48.1,,0.01,Centrifuge,Zone B,0
2024-02-12 07:00:00,60.82,2.14,3.54,12.14,1006.69,40.18,63.84,0.01,Piston,Zone B,0
2024-02-12 08:00:00,56.07,5.18,,10.85,1008.17,55.26,63.69,0.01,Diaphragm,Zone B,0
2024-02-12 09:00:00,56.12,3.19,3.13,11.18,1009.52,43.94,67.11,0.01,Centrifuge,Zone A,0
2024-02-12 10:00:00,55.9,2.85,2.83,12.7,1010.44,47.13,77.22,0.01,Piston,Zone B,0
2024-02-12 11:00:00,58.41,3.96,4.15,12.99,1011.68,59.68,67.49,0.01,Centrifuge,Zone C,0
2024-02-12 12:00:00,57.61,,3.78,12.02,1012.85,56.24,60.54,0.01,Diaphragm,Zone C,0
2024-02-12 13:00:00,,3.4,2.69,14.48,1013.56,50.16,68.86,0.01,Centrifuge,Zone B,0
2024-02-12 14:00:00,52.38,5.49,3.88,12.82,1014.4,51.71,60.1,0.01,Piston,Zone A,0
2024-02-12 15:00:00,62.18,2.72,3.96,11.76,1015.42,50.12,64.73,0.01,Diaphragm,Zone A,0
2024-02-12 16:00:00,59.31,2.68,3.56,11.18,1016.55,45.69,67.06,0.01,Diaphragm,Zone B,0
2024-02-12 17:00:00,52.35,3.12,,11.03,1017.6,49.97,70.75,0.01,Diaphragm,Zone B,0
2024-02-12 18:00:00,50.19,14.75,5.79,12.34,1018.57,54.91,,0.01,Diaphragm,Zone B,2
2024-02-12 19:00:00,75.42,1.49,2.79,11.51,1019.51,70.47,95.16,0.01,Centrifuge,Zone B,1
2024-02-12 20:00:00,53.74,1.03,3.68,13.67,1020.51,54.2,64.1,0.01,Piston,Zone C,0
2024-02-12 21:00:00,46.35,2.41,3.62,13.47,1021.45,41.63,68.14,0.01,Centrifuge,Zone A,0
2024-02-12 22:00:00,51.21,1.37,3.2,12.63,1022.49,,70.38,0.01,Piston,Zone C,0
2024-02-12 23:00:00,71.82,2.58,3.79,18.66,1023.88,42.66,68.69,0.03,Diaphragm,Zone A,3
2024-02-13 00:00:00,76.87,3.5,2.67,11.33,1025.01,79.12,98.09,0.01,Centrifuge,Zone A,1
2024-02-13 01:00:00,67.43,2.11,4.0,19.68,1026.23,62.87,,0.02,Centrifuge,Zone C,3
2024-02-13 02:00:00,55.08,1.57,3.06,11.44,1027.33,57.26,64.24,0.01,Centrifuge,Zone C,0
2024-02-13 03:00:00,66.41,3.07,3.01,13.12,1028.47,39.23,67.99,0.01,Piston,Zone B,0
2024-02-13 04:00:00,69.06,3.86,3.44,18.52,1029.55,54.37,54.53,0.02,Centrifuge,Zone C,3
2024-02-13 05:00:00,52.51,1.31,3.72,12.05,1030.08,46.09,73.2,0.01,Centrifuge,Zone C,0
2024-02-13 06:00:00,,3.82,3.58,11.3,1031.58,43.18,63.14,0.01,Centrifuge,Zone B,0
2024-02-13 07:00:00,65.07,3.82,3.13,11.91,1032.11,35.14,73.43,0.01,Centrifuge,Zone B,0
2024-02-13 08:00:00,67.75,3.95,,12.19,1033.0,,72.99,0.01,Centrifuge,Zone A,0
2024-02-13 09:00:00,56.24,4.22,2.93,13.03,1033.61,36.36,,0.01,Centrifuge,Zone A,0
2024-02-13 10:00:00,62.89,,3.39,11.11,1034.21,49.48,75.0,0.01,Piston,Zone B,0
2024-02-13 11:00:00,56.1,2.64,4.04,11.74,1035.5,40.54,,0.01,Diaphragm,Zone B,0
2024-02-13 12:00:00,54.14,11.6,5.93,12.04,1036.43,,91.53,0.01,Piston,Zone A,2
2024-02-13 13:00:00,58.12,2.58,3.93,12.66,1037.73,46.66,67.89,0.01,Diaphragm,Zone B,0
2024-02-13 14:00:00,55.76,11.28,6.3,11.09,1038.5,48.66,91.82,0.01,Centrifuge,Zone C,2
2024-02-13 15:00:00,43.58,14.03,5.87,10.68,1039.26,48.99,86.8,0.01,Piston,Zone B,2
2024-02-13 16:00:00,58.05,1.65,3.41,12.67,1040.01,53.03,75.22,0.01,Centrifuge,Zone C,0
2024-02-13 17:00:00,57.07,,4.59,10.48,1041.12,50.13,58.06,0.01,Centrifuge,Zone C,0
2024-02-13 18:00:00,46.87,4.38,4.22,13.28,1042.44,49.57,70.49,0.01,Centrifuge,Zone B,0
2024-02-13 19:00:00,52.15,4.02,2.66,11.84,1043.39,44.82,62.11,0.01,Diaphragm,Zone A,0
2024-02-13 20:00:00,53.14,2.64,3.69,10.45,1044.27,34.25,69.87,,Centrifuge,Zone A,0
2024-02-13 21:00:00,52.77,3.85,3.5,11.52,1045.74,38.81,73.57,0.01,Diaphragm,Zone B,0
2024-02-13 22:00:00,49.75,,6.99,12.38,1046.36,57.18,91.6,0.01,Piston,Zone B,2
2024-02-13 23:00:00,50.35,4.5,3.13,11.47,1047.35,46.94,65.31,0.01,Diaphragm,Zone A,0
2024-02-14 00:00:00,54.87,3.07,3.08,12.02,1048.26,43.36,67.37,0.01,Centrifuge,Zone C,0
2024-02-14 01:00:00,62.16,,3.16,12.74,1048.85,35.94,69.52,0.01,Diaphragm,Zone B,0
2024-02-14 02:00:00,72.18,5.64,3.21,17.7,1049.62,32.8,65.13,0.02,Piston,Zone A,3
2024-02-14 03:00:00,56.68,3.6,3.91,11.06,1050.15,42.97,74.89,,Centrifuge,Zone B,0
2024-02-14 04:00:00,63.19,3.05,2.91,11.7,1051.53,58.88,69.65,0.01,Centrifuge,Zone A,0
2024-02-14 05:00:00,45.59,3.72,3.19,13.41,1052.64,44.43,70.61,0.01,Centrifuge,Zone A,0
2024-02-14 06:00:00,65.74,11.83,5.7,13.69,1053.95,54.0,91.79,0.01,Centrifuge,Zone A,2
2024-02-14 07:00:00,51.13,5.39,4.0,9.98,1054.97,43.97,69.64,0.01,Diaphragm,Zone A,0
2024-02-14 08:00:00,57.52,3.18,4.14,13.09,1056.07,56.39,65.91,0.01,Diaphragm,Zone C,0
2024-02-14 09:00:00,52.94,2.73,3.34,12.25,1057.27,46.48,69.68,0.01,Centrifuge,Zone B,0
2024-02-14 10:00:00,51.03,2.16,3.35,12.92,1058.68,37.68,65.72,0.01,Diaphragm,Zone B,0
2024-02-14 11:00:00,62.1,4.1,3.73,11.45,1059.27,47.31,70.54,0.01,Diaphragm,Zone B,0
2024-02-14 12:00:00,52.66,3.87,4.24,10.23,1060.1,68.34,74.98,0.01,Diaphragm,Zone B,0
2024-02-14 13:00:00,55.44,2.5,3.7,12.58,1061.31,67.9,64.13,0.01,Centrifuge,Zone B,0
2024-02-14 14:00:00,74.77,3.58,3.15,17.35,1062.77,54.87,62.34,0.02,Centrifuge,Zone C,3
2024-02-14 15:00:00,53.85,1.49,,10.61,1064.25,48.63,70.25,0.01,Centrifuge,Zone B,0
2024-02-14 16:00:00,51.05,3.18,2.94,10.68,1065.39,53.04,66.16,0.01,Piston,Zone C,0
2024-02-14 17:00:00,43.76,3.45,3.54,12.6,1066.08,53.17,70.16,0.01,Diaphragm,Zone B,0
2024-02-14 18:00:00,54.98,4.71,3.17,12.14,1066.7,49.6,71.6,0.01,Centrifuge,Zone A,0
2024-02-14 19:00:00,47.7,2.23,3.6,12.78,1068.15,54.41,59.28,0.01,Centrifuge,Zone B,0
2024-02-14 20:00:00,42.89,1.72,3.22,12.67,1069.08,52.08,73.45,0.01,Diaphragm,Zone C,0
2024-02-14 21:00:00,49.32,13.24,6.65,,1069.78,46.84,99.31,0.01,Centrifuge,Zone C,2
2024-02-14 22:00:00,60.0,1.66,2.91,11.93,1071.21,38.05,69.89,0.01,Centrifuge,Zone A,0
2024-02-14 23:00:00,57.96,4.34,4.28,11.49,1071.82,45.4,66.7,0.01,Centrifuge,Zone A,0
2024-02-15 00:00:00,53.26,4.55,3.94,11.79,1073.04,58.0,67.24,0.01,Centrifuge,Zone B,0
2024-02-15 01:00:00,54.55,3.32,4.37,11.03,1074.17,49.69,78.47,0.01,Centrifuge,Zone A,0
2024-02-15 02:00:00,55.89,,,12.39,1074.76,53.0,71.6,0.01,Centrifuge,Zone A,0
2024-02-15 03:00:00,68.92,3.13,3.29,13.08,1075.6,47.17,74.52,0.01,Diaphragm,Zone A,0
2024-02-15 04:00:00,61.24,2.9,4.16,11.18,1076.25,39.4,70.75,0.01,Piston,Zone A,0
2024-02-15 05:00:00,61.98,2.67,3.48,13.28,1077.35,47.61,73.1,0.01,Centrifuge,Zone A,0
2024-02-15 06:00:00,67.76,2.69,3.61,18.35,1078.33,39.78,72.09,0.02,Centrifuge,Zone C,3
2024-02-15 07:00:00,61.02,1.45,3.48,,1078.83,,71.27,0.01,Centrifuge,Zone A,0
2024-02-15 08:00:00,58.03,3.26,,10.3,1080.31,62.06,75.54,,Centrifuge,Zone B,0
2024-02-15 09:00:00,57.55,2.96,4.3,10.19,1081.16,45.8,70.78,0.01,Diaphragm,Zone B,0
2024-02-15 10:00:00,57.14,3.75,3.75,12.14,1081.92,42.59,81.43,0.01,Centrifuge,Zone C,0
2024-02-15 11:00:00,56.11,3.09,3.66,,1082.64,66.18,74.8,0.01,Centrifuge,Zone A,0
2024-02-15 12:00:00,58.64,10.39,6.24,11.33,1083.3,58.15,86.0,0.01,Diaphragm,Zone A,2
2024-02-15 13:00:00,53.97,2.13,,13.67,1084.8,,69.12,0.01,Diaphragm,Zone C,0
2024-02-15 14:00:00,56.16,3.07,3.2,12.73,1085.59,54.28,71.99,0.01,Centrifuge,Zone C,0
2024-02-15 15:00:00,51.06,3.74,3.81,11.09,1086.5,47.64,70.22,0.01,Centrifuge,Zone B,0
2024-02-15 16:00:00,83.19,1.86,2.85,12.03,1087.87,63.63,94.16,0.01,Diaphragm,Zone A,1
2024-02-15 17:00:00,40.18,3.09,3.59,14.48,1089.01,54.75,73.99,0.01,Centrifuge,Zone A,0
2024-02-15 18:00:00,54.58,3.23,3.78,10.76,1089.88,46.76,63.2,0.01,Centrifuge,Zone A,0
2024-02-15 19:00:00,51.9,2.28,3.4,12.53,1091.28,50.75,76.41,0.01,Diaphragm,Zone A,0
2024-02-15 20:00:00,55.66,2.41,3.69,11.68,1092.53,60.21,67.52,0.01,Centrifuge,Zone A,0
2024-02-15 21:00:00,36.98,3.23,3.0,12.71,1093.25,59.11,67.02,0.01,Piston,Zone A,0
2024-02-15 22:00:00,62.94,13.15,6.1,13.27,1094.4,44.5,96.19,0.01,Diaphragm,Zone A,2
2024-02-15 23:00:00,53.01,3.35,3.62,11.61,1095.82,54.86,74.04,0.01,Centrifuge,Zone B,0
2024-02-16 00:00:00,65.89,2.1,3.84,17.36,1096.82,38.72,68.66,0.02,Diaphragm,Zone B,3
2024-02-16 01:00:00,51.09,4.06,2.56,14.22,1098.05,54.5,66.68,0.01,Diaphragm,Zone A,0
2024-02-16 02:00:00,,11.59,6.77,12.07,1099.52,51.48,,0.01,Centrifuge,Zone C,2
2024-02-16 03:00:00,,2.14,3.23,,1100.71,53.79,61.03,0.01,Centrifuge,Zone B,0
2024-02-16 04:00:00,56.21,3.53,3.4,11.41,1101.32,47.03,,0.01,Diaphragm,Zone A,0
2024-02-16 05:00:00,69.4,2.27,2.83,12.02,1102.06,70.84,63.8,0.01,Diaphragm,Zone A,0
2024-02-16 06:00:00,59.05,4.04,3.07,11.82,1103.15,40.99,68.65,0.01,Centrifuge,Zone A,0
2024-02-16 07:00:00,68.4,1.73,3.98,17.75,1103.93,59.72,73.32,0.02,Centrifuge,Zone B,3
2024-02-16 08:00:00,63.68,3.48,3.52,13.2,1105.39,39.68,72.77,0.01,Piston,Zone A,0
2024-02-16 09:00:00,61.01,2.13,3.31,11.89,1106.29,55.04,76.28,0.01,Diaphragm,Zone A,0
2024-02-16 10:00:00,58.25,2.79,,13.53,1107.25,55.76,75.17,0.01,Diaphragm,Zone B,0
2024-02-16 11:00:00,58.12,1.97,3.74,13.53,1108.45,50.55,67.36,0.02,Diaphragm,Zone B,0
2024-02-16 12:00:00,67.02,3.82,,12.85,1109.48,45.05,70.1,0.01,Centrifuge,Zone A,0
2024-02-16 13:00:00,53.42,,3.46,11.48,1110.36,51.41,69.84,0.01,Piston,Zone B,0
2024-02-16 14:00:00,53.51,3.55,4.05,11.39,1110.93,52.67,59.24,0.01,Centrifuge,Zone A,0
2024-02-16 15:00:00,56.72,2.66,3.99,11.19,1112.03,67.9,,0.01,Diaphragm,Zone B,0
2024-02-16 16:00:00,56.2,14.73,6.67,12.95,1113.4,41.28,94.18,0.01,Centrifuge,Zone A,2
2024-02-16 17:00:00,56.11,3.15,3.53,10.79,1114.58,44.44,,0.01,Piston,Zone B,0
2024-02-16 18:00:00,53.19,2.24,3.83,12.68,1115.47,52.85,72.56,0.01,Diaphragm,Zone B,0
2024-02-16 19:00:00,44.46,3.21,3.66,10.92,1116.09,47.44,72.32,0.01,Diaphragm,Zone A,0
2024-02-16 20:00:00,58.84,4.53,4.03,12.82,1117.41,49.0,61.15,0.01,Piston,Zone A,0
2024-02-16 21:00:00,81.38,2.22,3.95,,1118.85,64.19,88.06,0.01,Piston,Zone A,1
2024-02-16 22:00:00,54.01,4.17,2.99,13.33,1119.74,21.8,70.89,,Centrifuge,Zone A,0
2024-02-16 23:00:00,49.93,4.5,2.96,13.14,1120.97,44.02,73.12,,Centrifuge,Zone A,0
2024-02-17 00:00:00,54.68,2.18,3.15,13.44,1121.88,32.58,75.33,0.01,Diaphragm,Zone A,0
2024-02-17 01:00:00,57.94,1.54,3.99,13.46,1122.88,38.04,,0.01,Piston,Zone A,0
2024-02-17 02:00:00,59.11,3.3,2.71,12.14,1124.22,74.05,76.23,0.01,Centrifuge,Zone A,0
2024-02-17 03:00:00,60.65,,3.7,10.84,1124.8,,65.55,0.01,Centrifuge,Zone C,0
2024-02-17 04:00:00,67.4,4.87,3.68,10.95,1125.83,,65.27,0.01,Diaphragm,Zone C,0
2024-02-17 05:00:00,62.1,3.03,4.08,9.91,1126.55,49.19,72.14,0.01,Centrifuge,Zone A,0
2024-02-17 06:00:00,58.78,2.2,3.59,10.92,1127.39,,68.16,0.01,Diaphragm,Zone B,0
2024-02-17 07:00:00,64.65,1.85,2.83,12.07,1128.53,,71.31,0.01,Centrifuge,Zone C,0
2024-02-17 08:00:00,65.28,4.09,3.02,11.44,1129.06,,79.96,0.01,Diaphragm,Zone B,0
2024-02-17 09:00:00,52.4,2.43,2.91,11.82,1130.15,41.8,71.97,0.01,Piston,Zone C,0
2024-02-17 10:00:00,60.49,3.04,3.23,12.49,1130.94,44.69,71.06,0.01,Centrifuge,Zone C,0
2024-02-17 11:00:00,59.8,3.96,3.41,11.7,1132.11,55.05,,0.01,Centrifuge,Zone C,0
2024-02-17 12:00:00,53.51,14.83,5.73,10.88,1132.75,53.16,99.49,0.01,Diaphragm,Zone A,2
2024-02-17 13:00:00,60.58,2.95,,11.95,1133.98,50.85,69.64,0.01,Centrifuge,Zone A,0
2024-02-17 14:00:00,51.75,2.98,2.84,11.1,1135.13,36.37,75.33,0.01,Diaphragm,Zone A,0
2024-02-17 15:00:00,52.09,3.68,4.17,11.73,1136.6,,68.39,0.01,Centrifuge,Zone B,0
2024-02-17 16:00:00,49.8,3.59,4.09,13.34,1138.01,59.61,72.01,0.02,Diaphragm,Zone B,0
2024-02-17 17:00:00,50.25,2.78,3.95,11.73,1138.79,44.68,77.13,0.01,Piston,Zone A,0
2024-02-17 18:00:00,87.86,3.06,3.15,13.77,1139.32,71.82,86.76,0.01,Centrifuge,Zone A,1
2024-02-17 19:00:00,42.97,2.63,3.67,13.43,1140.48,41.27,72.14,0.01,Piston,Zone B,0
2024-02-17 20:00:00,58.64,,2.86,11.42,1141.58,,70.85,0.01,Centrifuge,Zone A,0
2024-02-17 21:00:00,47.23,3.26,3.96,10.89,1142.11,65.35,,0.01,Diaphragm,Zone B,0
2024-02-17 22:00:00,47.54,4.89,3.46,11.95,1142.73,43.19,66.85,0.01,Centrifuge,Zone B,0
2024-02-17 23:00:00,42.94,2.12,,13.15,1143.81,60.54,68.6,0.01,Centrifuge,Zone B,0
2024-02-18 00:00:00,51.81,2.23,2.89,11.51,1145.23,69.75,65.74,0.01,Diaphragm,Zone A,0
2024-02-18 01:00:00,49.68,2.13,2.26,12.91,1146.63,51.71,71.24,0.01,Centrifuge,Zone C,0
2024-02-18 02:00:00,65.71,3.72,2.98,,1147.28,44.73,79.56,0.02,Centrifuge,Zone A,0
2024-02-18 03:00:00,63.58,3.45,4.06,11.23,1148.17,,77.59,0.01,Centrifuge,Zone C,0
2024-02-18 04:00:00,55.89,2.84,3.3,11.32,1148.71,63.05,71.22,0.01,Diaphragm,Zone C,0
2024-02-18 05:00:00,71.09,2.08,3.42,12.71,1149.68,62.77,73.9,0.02,Centrifuge,Zone B,0
2024-02-18 06:00:00,64.91,3.09,3.83,12.15,1150.93,64.49,66.36,0.01,Centrifuge,Zone B,0
2024-02-18 07:00:00,58.21,1.44,4.4,11.31,1152.22,49.67,77.32,0.01,Diaphragm,Zone A,0
2024-02-18 08:00:00,46.83,3.14,4.16,11.65,1153.22,60.38,62.19,0.01,Centrifuge,Zone C,0
2024-02-18 09:00:00,69.99,3.87,3.01,11.93,1153.82,49.51,74.56,0.01,Centrifuge,Zone A,0
2024-02-18 10:00:00,50.55,1.75,2.53,10.44,1154.7,41.17,72.48,0.01,Diaphragm,Zone B,0
2024-02-18 11:00:00,48.07,1.47,4.68,12.77,1156.13,61.24,66.22,0.01,Diaphragm,Zone A,0
2024-02-18 12:00:00,60.11,4.58,4.63,11.52,1156.86,66.34,,0.01,Diaphragm,Zone C,0
2024-02-18 13:00:00,65.9,2.39,3.59,9.22,1157.68,39.79,64.33,0.01,Diaphragm,Zone C,0
2024-02-18 14:00:00,59.42,4.14,2.86,11.98,1158.93,39.61,64.54,0.01,Centrifuge,Zone B,0
2024-02-18 15:00:00,54.28,2.85,3.98,11.26,1160.16,50.4,62.04,0.01,Diaphragm,Zone B,0
2024-02-18 16:00:00,53.64,14.55,6.69,13.69,1161.57,59.56,88.4,0.01,Centrifuge,Zone A,2
2024-02-18 17:00:00,54.44,3.44,3.44,11.41,1162.46,38.66,76.03,0.01,Centrifuge,Zone B,0
2024-02-18 18:00:00,53.79,2.12,3.95,10.9,1163.48,52.27,59.19,0.01,Centrifuge,Zone B,0
2024-02-18 19:00:00,51.58,3.13,3.67,12.51,1164.44,44.1,79.19,0.01,Piston,Zone B,0
2024-02-18 20:00:00,51.19,2.62,2.91,11.34,1165.87,57.01,69.94,0.01,Diaphragm,Zone B,0
2024-02-18 21:00:00,51.15,1.68,3.34,11.22,1167.14,42.02,71.45,0.01,Piston,Zone C,0
2024-02-18 22:00:00,48.73,3.34,3.83,12.51,1168.47,57.72,62.64,0.01,Piston,Zone A,0
2024-02-18 23:00:00,52.3,2.74,3.76,10.96,1169.11,48.42,76.6,0.01,Piston,Zone C,0
